Strain information,id,source,country,ref,number,GEM information,Sample origin
C49-NRZ-2018-646,C49_NRZ_2018_646,Clinical,Germany,Barber  et al. (2021),,unique metabolites,Clinical
C4-NRZ-2016-063,C4_NRZ_2016_063,Clinical,Germany,Barber  et al. (2021),,unique metabolites,Clinical
C50-NRZ-2018-649,C50_NRZ_2018_649,Clinical,Germany,Barber  et al. (2021),,unique metabolites,Clinical
C5-NRZ-2016-071,C5_NRZ_2016_071,Clinical,Germany,Barber  et al. (2021),,unique metabolites,Clinical
C6-NRZ-2016-108,C6_NRZ_2016_108,Clinical,Germany,Barber  et al. (2021),,unique metabolites,Clinical
C7-NRZ-2016-121,C7_NRZ_2016_121,Clinical,Germany,Barber  et al. (2021),,unique metabolites,Clinical
C8-NRZ-2016-141,C8_NRZ_2016_141,Clinical,Germany,Barber  et al. (2021),,unique metabolites,Clinical
C9-NRZ-2016-342,C9_NRZ_2016_342,Clinical,Germany,Barber  et al. (2021),,unique metabolites,Clinical
100-C-1-80s-1,100_C_1_80s_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
104-D-2-32L-1,104_D_2_32L_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
105-D-2-38L-1,105_D_2_38L_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
106-C-1-72s-2,106_C_1_72s_2,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
10-C-1-40s-1,10_C_1_40s_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
110-C-1-76s-2,110_C_1_76s_2,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
111-C-1-76s-1,111_C_1_76s_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
112-B-1-78L-1,112_B_1_78L_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
113-B-1-71L-1,113_B_1_71L_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
114-B-1-69L-1,114_B_1_69L_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
115-B-1-70s-1,115_B_1_70s_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
118-B-1-63s-1,118_B_1_63s_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
119-B-1-66s-1,119_B_1_66s_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
120-B-1-68s-1,120_B_1_68s_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
121-B-1-67L-1,121_B_1_67L_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
122-B-1-75L-1,122_B_1_75L_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
124-B-1-66L-1,124_B_1_66L_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
125-B-1-73L-1,125_B_1_73L_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
126-A-2-26s-2,126_A_2_26s_2,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
128-A-2-27s-1,128_A_2_27s_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
12-D-2-44L-1,12_D_2_44L_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
13-D-2-43L-1,13_D_2_43L_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
14-D-2-43L-2,14_D_2_43L_2,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
153-A-2-48s-2,153_A_2_48s_2,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
154-A-2-47L-2,154_A_2_47L_2,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
155-A-2-47s-3,155_A_2_47s_3,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
15-D-2-39L-1,15_D_2_39L_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
164-K-1-3L-2,164_K_1_3L_2,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
167-K-1-34L-1,167_K_1_34L_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
169-K-1-18L-3,169_K_1_18L_3,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
16-D-2-39L-2,16_D_2_39L_2,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
174-K-1-32s-1,174_K_1_32s_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
179-K-1-1L-5,179_K_1_1L_5,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
180-K-1-8L-1,180_K_1_8L_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
182-K-1-3L-4,182_K_1_3L_4,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
186-K-1-18L-6,186_K_1_18L_6,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
190-K-1-4s-1,190_K_1_4s_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
193-L-2-16-1,193_L_2_16_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
194-L-2-17-1,194_L_2_17_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
197-L-2-7-2,197_L_2_7_2,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
198-L-2-7-1,198_L_2_7_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
1-D-2-2s-3,1_D_2_2s_3,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
200-L-2-9-1,200_L_2_9_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
201-L-2-9-5,201_L_2_9_5,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
205-L-2-15-4,205_L_2_15_4,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
207-L-2-16-3,207_L_2_16_3,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
210-L-2-22-4,210_L_2_22_4,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
211-L-2-11-2,211_L_2_11_2,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
220-L-2-11-4,220_L_2_11_4,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
227-F-1-10L-1,227_F_1_10L_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
229-K-1-24L-1,229_K_1_24L_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
22-C-1-60L-1,22_C_1_60L_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
230-K-1-4s-1,230_K_1_4s_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
231-K-1-12L-1,231_K_1_12L_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
238-F-1-4L-1,238_F_1_4L_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
240-F-1-13L-1,240_F_1_13L_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
243-F-1-33L-2,243_F_1_33L_2,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
24-C-1-93s-1,24_C_1_93s_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
254-F-1-13L-3,254_F_1_13L_3,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
255-F-1-3L-1,255_F_1_3L_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
259-I-1-25-1,259_I_1_25_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
25-D-2-26s-1,25_D_2_26s_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
262-I-1-12-1,262_I_1_12_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
264-I-1-22-5,264_I_1_22_5,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
265-I-1-22-4,265_I_1_22_4,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
269-I-1-32-2,269_I_1_32_2,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
26-D-2-29s-1,26_D_2_29s_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
271-I-1-32-1,271_I_1_32_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
275-I-1-19-2,275_I_1_19_2,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
285-I-1-2-4,285_I_1_2_4,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
289-I-1-2-2,289_I_1_2_2,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
29-D-2-35s-1,29_D_2_35s_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
2-D-2-15L-3,2_D_2_15L_3,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
302-B-1-32-1,302_B_1_32_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
303-B-1-32-3,303_B_1_32_3,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
305-B-1-48-5,305_B_1_48_5,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
313-H-1-15-2,313_H_1_15_2,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
319-B-1-30-1,319_B_1_30_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
325-C-1-6s-3,325_C_1_6s_3,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
326-C-1-31s-1,326_C_1_31s_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
327-C-1-28L-2,327_C_1_28L_2,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
328-C-1-30L-1,328_C_1_30L_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
332-C-1-31L-1,332_C_1_31L_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
333-C-1-28L-1,333_C_1_28L_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
334-E-1-48-2,334_E_1_48_2,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
336-E-1-49-1,336_E_1_49_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
347-E-1-46-2,347_E_1_46_2,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
349-E-1-33L-1,349_E_1_33L_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
350-E-1-37L-2,350_E_1_37L_2,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
355-E-1-35-1,355_E_1_35_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
373-C-1-40L-2,373_C_1_40L_2,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
375-C-1-6s-2,375_C_1_6s_2,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
377-C-1-33L-2,377_C_1_33L_2,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
382-A-2-35s-1,382_A_2_35s_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
383-C-1-27s-1,383_C_1_27s_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
386-C-1-33L-1,386_C_1_33L_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
390-A-2-36s-3,390_A_2_36s_3,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
393-A-3-43s-1,393_A_3_43s_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
394-L-2-24-1,394_L_2_24_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
3-D-2-2s-2,3_D_2_2s_2,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
407-L-2-4-3,407_L_2_4_3,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
410-L-2-21-2,410_L_2_21_2,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
423-D-2-25L-3,423_D_2_25L_3,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
424-D-2-22s-1,424_D_2_22s_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
429-D-2-25L-2,429_D_2_25L_2,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
439-A-3-46s-1,439_A_3_46s_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
43-C-1-69L-1,43_C_1_69L_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
441-A-3-45L-2,441_A_3_45L_2,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
442-D-2-17L-1,442_D_2_17L_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
451-D-2-24s-1,451_D_2_24s_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
452-C-1-51s-1,452_C_1_51s_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
453-E-1-56s-1,453_E_1_56s_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
454-A-3-40L-1,454_A_3_40L_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
459-H-1-21-5,459_H_1_21_5,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
468-H-1-30-2,468_H_1_30_2,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
470-E-1-14-1,470_E_1_14_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
473-E-1-7-1,473_E_1_7_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
476-H-1-21-9,476_H_1_21_9,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
477-E-1-25-10,477_E_1_25_10,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
479-L-2-13-4,479_L_2_13_4,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
47-C-1-72L-1,47_C_1_72L_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
480-E-1-21-2,480_E_1_21_2,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
487-E-1-20-2,487_E_1_20_2,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
4-C-1-24L-2,4_C_1_24L_2,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
514-H-1-29-2,514_H_1_29_2,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
52-C-1-64L-2,52_C_1_64L_2,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
540-K-1-1L-2,540_K_1_1L_2,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
542-K-1-48s-1,542_K_1_48s_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
545-K-1-8L-3,545_K_1_8L_3,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
54-C-1-66L-2,54_C_1_66L_2,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
552-H-1-1-2,552_H_1_1_2,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
55-C-1-66L-3,55_C_1_66L_3,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
569-H-1-10-6,569_H_1_10_6,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
570-H-1-23-3,570_H_1_23_3,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
588-I-1-48-3,588_I_1_48_3,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
592-I-1-49-3,592_I_1_49_3,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
599-F-1-14-1,599_F_1_14_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
5-C-1-24L-3,5_C_1_24L_3,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
616-D-2-23L-5,616_D_2_23L_5,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
625-H-1-26-1,625_H_1_26_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
649-G-2-22-4,649_G_2_22_4,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
64-C-1-90L-1,64_C_1_90L_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
652-G-2-6-1,652_G_2_6_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
653-G-2-1-2,653_G_2_1_2,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
656-G-2-14-1,656_G_2_14_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
658-G-2-5-2,658_G_2_5_2,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
663-G-2-3-1,663_G_2_3_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
665-G-2-9-2,665_G_2_9_2,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
666-L-3-21-1,666_L_3_21_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
669-L-3-21-3,669_L_3_21_3,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
670-L-3-15-2,670_L_3_15_2,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
672-L-3-11-1,672_L_3_11_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
676-L-3-13-1,676_L_3_13_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
680-L-3-13-2,680_L_3_13_2,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
683-L-3-24-1,683_L_3_24_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
684-L-3-7-1,684_L_3_7_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
68-C-1-93L-3,68_C_1_93L_3,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
690-L-3-22-2,690_L_3_22_2,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
692-L-3-24-3,692_L_3_24_3,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
698-L-3-11-2,698_L_3_11_2,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
699-A-2-49L-2,699_A_2_49L_2,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
6-C-1-49-1,6_C_1_49_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
701-E-1-75s-1,701_E_1_75s_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
703-E-1-66s-1,703_E_1_66s_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
704-E-1-70L-4,704_E_1_70L_4,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
709-A-2-49L-5,709_A_2_49L_5,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
711-B-1-43-1,711_B_1_43_1,Environmental,Germany,Barber  et al. (2021),,unique metabolites,Environmental
