#,ID,NAME,EQUATION,EC-NUMBER,GENE ASSOCIATION,LOWER BOUND,UPPER BOUND,OBJECTIVE,SUBSYSTEM,DATABASE-REFERENCE,GEM-REFERENCE
,R1,secretory phospholipase A2,"H2O [cytoplasm] + phosphatidylcholine [cytoplasm] --> 1-acylglycerophosphocholine [cytoplasm] + (9Z,12Z,15Z)-Octadecatrienoic acid [cytoplasm]",3.1.1.4,AFUA_2G11970 or AFUA_4G08440,0,1000,0,alpha-Linolenic acid metabolism,KEGG:R07859,
,R2608,thiamine phosphate synthase,"4-amino-2-methyl-5-diphosphomethylpyrimidine [cytoplasm] + 2-[(2R,5Z)-(2-carboxy-4-methylthiazol-5(2H)-ylidene]ethyl phosphate [cytoplasm] <=> CO2 [cytoplasm] + diphosphate [cytoplasm] + TMP [cytoplasm]",2.5.1.3,AFUA_2G08970,-1000,1000,0,Thiamine metabolism,MetaCyc:RXN12611,
,R2609,Thiamin diphosphate phosphohydrolase,H2O [cytoplasm] + thiamin diphosphate [cytoplasm] --> phosphate [cytoplasm] + TMP [cytoplasm],3.6.1.15; 3.6.1.-,AFUA_5G05560,0,1000,0,Thiamine metabolism,KEGG:R00615,r0518iAL1006 [6]
,R2610,Thiamin diphosphate phosphohydrolase,H2O [mitochondrion] + thiamin diphosphate [mitochondrion] --> phosphate [mitochondrion] + TMP [mitochondrion],3.6.1.15; 3.6.1.-,AFUA_5G05560,0,1000,0,Thiamine metabolism,KEGG:R00615,r0518iAL1006 [6]
,R2611,ATP:4-methyl-5-(2-hydroxyethyl)-thiazole 2-phosphotransferase,ATP [cytoplasm] + 5-(2-hydroxyethyl)-4-methylthiazole [cytoplasm] --> ADP [cytoplasm] + 4-methyl-5-(2-phosphonooxyethyl)thiazole [cytoplasm],2.7.1.50,AFUA_2G08970,0,1000,0,Thiamine metabolism,KEGG:R04448,r0556YCM606 [7]
,R2612,ATP:4-amino-5-hydroxymethyl-2-methylpyrimidine 5-phosphotransferase,ATP [cytoplasm] + 4-amino-5-hydroxymethyl-2-methylpyrimidine [cytoplasm] --> ADP [cytoplasm] + 4-amino-2-methyl-5-phosphomethylpyrimidine [cytoplasm],2.7.1.49,AFUA_2G10740,0,1000,0,Thiamine metabolism,KEGG:R03471,r0561YCM606 [7]
,R2613,ATP:4-amino-2-methyl-5-phosphomethylpyrimidine phosphotransferase,ATP [cytoplasm] + 4-amino-2-methyl-5-phosphomethylpyrimidine [cytoplasm] --> ADP [cytoplasm] + 4-amino-2-methyl-5-diphosphomethylpyrimidine [cytoplasm],2.7.4.7,AFUA_2G10740,0,1000,0,Thiamine metabolism,KEGG:R04509,r0903YCM606 [7]
,R2614,thiamin monophosphate phosphohydrolase,H2O [extracellular] + TMP [extracellular] --> phosphate [extracellular] + thiamin [extracellular],3.1.3.1; 3.1.3.2; 3.1.3.100,AFUA_1G03570 or AFUA_1G16480 or AFUA_4G03660 or AFUA_5G01330 or AFUA_6G11330 or AFUA_8G01910,0,1000,0,Thiamine metabolism,KEGG:R02135,r1033YCM606 [7]
,R2615,ATP:thiamine diphosphotransferase,ATP [cytoplasm] + thiamin [cytoplasm] --> AMP [cytoplasm] + thiamin diphosphate [cytoplasm],2.7.6.2,AFUA_7G05410,0,1000,0,Thiamine metabolism,KEGG:R00619,r1034YCM606 [7]
,R2616,2-methyl-4-amino-5-hydroxymethylpyrimidine-diphosphate:4-methyl-5-(2-phosphoethyl)-thiazole 2-methyl-4-aminopyridine-5-methenyltransferase,4-methyl-5-(2-phosphonooxyethyl)thiazole [cytoplasm] + 4-amino-2-methyl-5-diphosphomethylpyrimidine [cytoplasm] --> diphosphate [cytoplasm] + TMP [cytoplasm],2.5.1.3,AFUA_2G08970,0,1000,0,Thiamine metabolism,KEGG:R03223,r1036YCM606 [7]
,R2617,4-amino-5-hydroxymethyl-2-methylpyrimidine synthetase,5-amino-1-(5-phospho-D-ribosyl)imidazole [cytoplasm] --> phosphate [cytoplasm] + glycolaldehyde [cytoplasm] + 4-amino-5-hydroxymethyl-2-methylpyrimidine [cytoplasm],,,0,1000,0,Thiamine metabolism,,r1603YCM606 [7]
,R2618,Thiamin hydrolase,H2O [cytoplasm] + thiamin [cytoplasm] --> 4-amino-5-hydroxymethyl-2-methylpyrimidine [cytoplasm] + 5-(2-hydroxyethyl)-4-methylthiazole [cytoplasm],3.5.99.2,AFUA_2G10740,0,1000,0,Thiamine metabolism,KEGG:R02133,r2065YCM606 [7]
,R2619,L-cysteine:[enzyme]-cysteine sulfurtransferase,L-cysteine [mitochondrion] + [Enzyme]-cysteine [mitochondrion] <=> L-alanine [mitochondrion] + [Enzyme]-S-sulfanylcysteine [mitochondrion],2.8.1.7,AFUA_3G14240,-1000,1000,0,Thiamine metabolism,KEGG:R07460,r670iLC915 [5]
,R2620,Thiamin hydrolase,H2O [cytoplasm] + 4-Amino-5-aminomethyl-2-methylpyrimidine [cytoplasm] <=> 4-amino-5-hydroxymethyl-2-methylpyrimidine [cytoplasm] + NH3 [cytoplasm],3.5.99.2,AFUA_2G10740,-1000,1000,0,Thiamine metabolism,,A. fumigatus central metabolism [1]
,R2621,chorismate hydroxymutase,chorismate [cytoplasm] <=> isochorismate [cytoplasm],5.4.4.2,AFUA_6G12110,-1000,1000,0,Ubiquinone and other terpenoid-quinone biosynthesis,KEGG:R01717,
,R2622,NADH:menaquinone oxidoreductase,NADH [cytoplasm] + Menaquinone [cytoplasm] --> NAD(+) [cytoplasm] + Menaquinol [cytoplasm],1.6.5.2,AFUA_1G02820,0,1000,0,Ubiquinone and other terpenoid-quinone biosynthesis,KEGG:R02964,
,R2623,NADH:menaquinone oxidoreductase,NADH [mitochondrion] + Menaquinone [mitochondrion] --> NAD(+) [mitochondrion] + Menaquinol [mitochondrion],1.6.5.2,AFUA_1G02820,0,1000,0,Ubiquinone and other terpenoid-quinone biosynthesis,KEGG:R02964,
,R2624,polyisopentenylpyrolinate:4-hydroxybenzoate nonaprenyltransferase,4-hydroxybenzoate [mitochondrion] + all-trans-dodecaprenyl diphosphate [mitochondrion] --> diphosphate [mitochondrion] + 4-Hydroxy-3-polyprenylbenzoate [mitochondrion],2.5.1.39,AFUA_4G05970,0,1000,0,Ubiquinone and other terpenoid-quinone biosynthesis,KEGG:R05000,
,R2625,S-adenosyl-L-methionine:uroporphyrinogen-III C-methyltransferase,S-adenosyl-L-methionine [nucleus] + uroporphyrinogen III [nucleus] <=> S-adenosyl-L-homocysteine [nucleus] + precorrin-1 [nucleus],2.1.1.107,AFUA_3G06600,-1000,1000,0,Ubiquinone and other terpenoid-quinone biosynthesis,KEGG:R07237,
,R2626,S-adenosyl-L-methionine:uroporphyrinogen-III C-methyltransferase,S-adenosyl-L-methionine [cytoplasm] + uroporphyrinogen III [cytoplasm] <=> S-adenosyl-L-homocysteine [cytoplasm] + precorrin-1 [cytoplasm],2.1.1.107,AFUA_3G06600,-1000,1000,0,Ubiquinone and other terpenoid-quinone biosynthesis,KEGG:R07237,
,R2627,S-adenosyl-L-methionine:precorrin-1 C-methyltransferase,S-adenosyl-L-methionine [nucleus] + precorrin-1 [nucleus] <=> S-adenosyl-L-homocysteine [nucleus] + precorrin-2 [nucleus],2.1.1.107,AFUA_3G06600,-1000,1000,0,Ubiquinone and other terpenoid-quinone biosynthesis,KEGG:R07238,
,R2628,S-adenosyl-L-methionine:precorrin-1 C-methyltransferase,S-adenosyl-L-methionine [cytoplasm] + precorrin-1 [cytoplasm] <=> S-adenosyl-L-homocysteine [cytoplasm] + precorrin-2 [cytoplasm],2.1.1.107,AFUA_3G06600,-1000,1000,0,Ubiquinone and other terpenoid-quinone biosynthesis,KEGG:R07238,
,R2629,ubiquinone biosynthesis monooxygenase,"oxygen [mitochondrion] + 4-Hydroxy-3-polyprenylbenzoate [mitochondrion] --> H2O [mitochondrion] + 3,4-Dihydroxy-5-polyprenylbenzoate [mitochondrion]",1.14.13.-,AFUA_4G12930,0,1000,0,Ubiquinone and other terpenoid-quinone biosynthesis,KEGG:R08770,
,R2630,enoyl-CoA hydratase,H2O [cytoplasm] + 4-coumaroyl-CoA [cytoplasm] <=> 3-(4-hydroxyphenyl)-3-hydroxy-propionyl-CoA [cytoplasm],4.2.1.17,AFUA_2G10920 or AFUA_8G01210,-1000,1000,0,Ubiquinone and other terpenoid-quinone biosynthesis,MetaCyc:RXN11244,
,R2631,enoyl-CoA hydratase,H2O [mitochondrion] + 4-coumaroyl-CoA [mitochondrion] <=> 3-(4-hydroxyphenyl)-3-hydroxy-propionyl-CoA [mitochondrion],4.2.1.17,AFUA_2G10920 or AFUA_8G01210,-1000,1000,0,Ubiquinone and other terpenoid-quinone biosynthesis,MetaCyc:RXN11244,
,R2632,2-polyprenyl-6-hydroxyphenol methylase,"S-adenosyl-L-methionine [mitochondrion] + 3-(all-trans-heptaprenyl)benzene-1,2-diol [mitochondrion] <=> S-adenosyl-L-homocysteine [mitochondrion] + 2-methoxy-6-(all-trans-heptaprenyl)phenol [mitochondrion]",2.1.1.222,AFUA_4G10370,-1000,1000,0,Ubiquinone and other terpenoid-quinone biosynthesis,MetaCyc:RXN9225,
,R2633,2-polyprenyl-6-hydroxyphenol methylase,"S-adenosyl-L-methionine [mitochondrion] + 3-(all-trans-decaprenyl)benzene-1,2-diol [mitochondrion] <=> S-adenosyl-L-homocysteine [mitochondrion] + 2-methoxy-6-(all-trans-decaprenyl)phenol [mitochondrion]",2.1.1.222,AFUA_4G10370,-1000,1000,0,Ubiquinone and other terpenoid-quinone biosynthesis,MetaCyc:RXN9233,
,R2634,2-polyprenyl-6-hydroxyphenol methylase,S-adenosyl-L-methionine [mitochondrion] + 2-nonaprenyl-6-hydroxyphenol [mitochondrion] <=> S-adenosyl-L-homocysteine [mitochondrion] + 2-methoxy-6-(all-trans-nonaprenyl)phenol [mitochondrion],2.1.1.222,AFUA_4G10370,-1000,1000,0,Ubiquinone and other terpenoid-quinone biosynthesis,MetaCyc:RXN9240,
,R2635,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",NADPH [endoplasmic_reticulum] + oxygen [endoplasmic_reticulum] + 8-O-methylsterigmatocystin [endoplasmic_reticulum] --> H2O [endoplasmic_reticulum] + NADP(+) [endoplasmic_reticulum] + aflatoxin B1 [endoplasmic_reticulum],1.14.13.-,AFUA_4G02730,0,1000,0,Ubiquinone and other terpenoid-quinone biosynthesis,,A. fumigatus central metabolism [1]
,R2636,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",NADPH [endoplasmic_reticulum] + oxygen [endoplasmic_reticulum] + 8-O-methylsterigmatocystin [endoplasmic_reticulum] --> H2O [endoplasmic_reticulum] + NADP(+) [endoplasmic_reticulum] + Aflatoxin G1 [endoplasmic_reticulum],1.14.13.-,AFUA_8G00510,0,1000,0,Ubiquinone and other terpenoid-quinone biosynthesis,,A. fumigatus central metabolism [1]
,R2637,"S-adenosyl-L-methionine:3-(all-trans-octaprenyl)benzene-1,2-diol 2-O-methyltransferase","S-adenosyl-L-methionine [mitochondrion] + 3-(all-trans-octaprenyl)benzene-1,2-diol [mitochondrion] <=> S-adenosyl-L-homocysteine [mitochondrion] + 6-methoxy-2-octaprenylphenol [mitochondrion]",2.1.1.222,AFUA_4G10370,-1000,1000,0,Ubiquinone and other terpenoid-quinone biosynthesis,KEGG:R04988,r1767AORYZAE [4]
,R2638,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",NADPH [endoplasmic_reticulum] + oxygen [endoplasmic_reticulum] + Dihydro-O-methylsterigmatocystin [endoplasmic_reticulum] --> H2O [endoplasmic_reticulum] + NADP(+) [endoplasmic_reticulum] + Aflatoxin B2 [endoplasmic_reticulum],1.14.13.-,AFUA_8G00510,0,1000,0,Ubiquinone and other terpenoid-quinone biosynthesis,,A. fumigatus central metabolism [1]
,R2639,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase","NADPH [cytoplasm] + oxygen [cytoplasm] + N,N-Dimethylaniline [cytoplasm] <=> H2O [cytoplasm] + NADP(+) [cytoplasm] + N,N-Dimethylaniline N-oxide [cytoplasm]",1.14.13.-,AFUA_6G03020 or AFUA_6G01900 or AFUA_3G03170 or AFUA_6G14280 or AFUA_2G07680,-1000,1000,0,Ubiquinone and other terpenoid-quinone biosynthesis,,A. fumigatus central metabolism [1]
,R2640,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",NADPH [endoplasmic_reticulum] + oxygen [endoplasmic_reticulum] + Dihydro-O-methylsterigmatocystin [endoplasmic_reticulum] --> H2O [endoplasmic_reticulum] + NADP(+) [endoplasmic_reticulum] + Aflatoxin B2 [endoplasmic_reticulum],1.14.13.-,AFUA_4G02730,0,1000,0,Ubiquinone and other terpenoid-quinone biosynthesis,,A. fumigatus central metabolism [1]
,R2641,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",NADPH [endoplasmic_reticulum] + oxygen [endoplasmic_reticulum] + Dihydro-O-methylsterigmatocystin [endoplasmic_reticulum] --> H2O [endoplasmic_reticulum] + NADP(+) [endoplasmic_reticulum] + Aflatoxin G2 [endoplasmic_reticulum],1.14.13.-,AFUA_4G02730,0,1000,0,Ubiquinone and other terpenoid-quinone biosynthesis,,A. fumigatus central metabolism [1]
,R2642,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",NADPH [cytoplasm] + oxygen [cytoplasm] + sphinganine [cytoplasm] --> H2O [cytoplasm] + NADP(+) [cytoplasm] + Phytosphingosine(C20) [cytoplasm],1.14.13.-,AFUA_1G16850,0,1000,0,Ubiquinone and other terpenoid-quinone biosynthesis,,A. fumigatus central metabolism [1]
,R2643,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",NADPH [mitochondrion] + oxygen [mitochondrion] + sphinganine [mitochondrion] --> H2O [mitochondrion] + NADP(+) [mitochondrion] + Phytosphingosine(C20) [mitochondrion],1.14.13.-,AFUA_1G16850,0,1000,0,Ubiquinone and other terpenoid-quinone biosynthesis,,A. fumigatus central metabolism [1]
,R2644,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",NADPH [endoplasmic_reticulum] + oxygen [endoplasmic_reticulum] + Dihydro-O-methylsterigmatocystin [endoplasmic_reticulum] --> H2O [endoplasmic_reticulum] + NADP(+) [endoplasmic_reticulum] + Aflatoxin G2 [endoplasmic_reticulum],1.14.13.-,AFUA_8G00510,0,1000,0,Ubiquinone and other terpenoid-quinone biosynthesis,,A. fumigatus central metabolism [1]
,R2645,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",NADPH [endoplasmic_reticulum] + oxygen [endoplasmic_reticulum] + 8-O-methylsterigmatocystin [endoplasmic_reticulum] --> H2O [endoplasmic_reticulum] + NADP(+) [endoplasmic_reticulum] + Aflatoxin G1 [endoplasmic_reticulum],1.14.13.-,AFUA_8G00510 or AFUA_4G14550 or AFUA_4G14540,0,1000,0,Ubiquinone and other terpenoid-quinone biosynthesis,,A. fumigatus central metabolism [1]
,R2646,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",averantin [nucleus] + NADPH [nucleus] + oxygen [nucleus] --> H2O [nucleus] + NADP(+) [nucleus] + Haverantin [nucleus],1.14.13.-,AFUA_3G02010 or AFUA_6G13790,0,1000,0,Ubiquinone and other terpenoid-quinone biosynthesis,,A. fumigatus central metabolism [1]
,R2647,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",averantin [cytoplasm] + NADPH [cytoplasm] + oxygen [cytoplasm] --> H2O [cytoplasm] + NADP(+) [cytoplasm] + Haverantin [cytoplasm],1.14.13.-,AFUA_3G02010 or AFUA_6G13790,0,1000,0,Ubiquinone and other terpenoid-quinone biosynthesis,,A. fumigatus central metabolism [1]
,R2648,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase","NADPH [cytoplasm] + oxygen [cytoplasm] + 5,7,24(28)-Ergostatrienol [cytoplasm] --> 2.0 H2O [cytoplasm] + NADP(+) [cytoplasm] + Ergosta-5,7,22,24-tetraenol [cytoplasm]",1.14.13.-,AFUA_1G03950,0,1000,0,Ubiquinone and other terpenoid-quinone biosynthesis,,A. fumigatus central metabolism [1]
,R2649,"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",NADPH [endoplasmic_reticulum] + oxygen [endoplasmic_reticulum] + 8-O-methylsterigmatocystin [endoplasmic_reticulum] --> H2O [endoplasmic_reticulum] + NADP(+) [endoplasmic_reticulum] + aflatoxin B1 [endoplasmic_reticulum],1.14.13.-,AFUA_8G00510,0,1000,0,Ubiquinone and other terpenoid-quinone biosynthesis,,A. fumigatus central metabolism [1]
,R2650,ketol-acid reductoisomerase (NADP+),"NADPH [cytoplasm] + 2-aceto-2-hydroxy-butanoate [cytoplasm] --> NADP(+) [cytoplasm] + 2,3-Dihydroxy-3-methylpentanoate [cytoplasm]",1.1.1.86,AFUA_3G14490,0,1000,0,"Valine, leucine and isoleucine metabolism",MetaCyc:ACETOOHBUTREDUCTOISOMRXN,
,R2651,ketol-acid reductoisomerase (NADP+),"NADPH [mitochondrion] + 2-aceto-2-hydroxy-butanoate [mitochondrion] --> NADP(+) [mitochondrion] + 2,3-Dihydroxy-3-methylpentanoate [mitochondrion]",1.1.1.86,AFUA_3G14490,0,1000,0,"Valine, leucine and isoleucine metabolism",MetaCyc:ACETOOHBUTREDUCTOISOMRXN,
,R2652,pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating),pyruvate [cytoplasm] + 2-oxobutanoate [cytoplasm] <=> CO2 [cytoplasm] + 2-aceto-2-hydroxy-butanoate [cytoplasm],2.2.1.6,(AFUA_4G07210 and AFUA_3G10310) or AFUA_3G10310,-1000,1000,0,"Valine, leucine and isoleucine metabolism",MetaCyc:ACETOOHBUTSYNRXN,
,R2653,pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating),pyruvate [mitochondrion] + 2-oxobutanoate [mitochondrion] <=> CO2 [mitochondrion] + 2-aceto-2-hydroxy-butanoate [mitochondrion],2.2.1.6,(AFUA_4G07210 and AFUA_3G10310) or AFUA_3G10310,-1000,1000,0,"Valine, leucine and isoleucine metabolism",MetaCyc:ACETOOHBUTSYNRXN,
,R2654,"(R)-2,3-Dihydroxy-3-methylpentanoate hydro-lyase","2,3-Dihydroxy-3-methylpentanoate [cytoplasm] --> H2O [cytoplasm] + (S)-3-methyl-2-oxopentanoate [cytoplasm]",4.2.1.9,AFUA_1G07330 or AFUA_2G16300 or AFUA_1G03550,0,1000,0,"Valine, leucine and isoleucine metabolism",MetaCyc:DIHYDROXYMETVALDEHYDRATRXN,
,R2655,"(R)-2,3-Dihydroxy-3-methylpentanoate hydro-lyase","2,3-Dihydroxy-3-methylpentanoate [mitochondrion] --> H2O [mitochondrion] + (S)-3-methyl-2-oxopentanoate [mitochondrion]",4.2.1.9,AFUA_2G14210,0,1000,0,"Valine, leucine and isoleucine metabolism",MetaCyc:DIHYDROXYMETVALDEHYDRATRXN,
,R2656,(S)-Methylmalonate semialdehyde:NAD+ oxidoreductase,H2O [cytoplasm] + NAD(+) [cytoplasm] + (S)-Methylmalonate semialdehyde [cytoplasm] --> NADH [cytoplasm] + methylmalonate [cytoplasm],1.2.1.3,AFUA_2G00720 or AFUA_7G01000 or AFUA_6G11430,0,1000,0,"Valine, leucine and isoleucine metabolism",KEGG:R03869,
,R2657,3-hydroxyisovaleryl-CoA hydro-lyase,3-Hydroxyisovaleryl-CoA [cytoplasm] <-- H2O [cytoplasm] + 3-methylbut-2-enoyl-CoA [cytoplasm],4.2.1.17,AFUA_2G10920 or AFUA_8G01210,-1000,0,0,"Valine, leucine and isoleucine metabolism",KEGG:R04137,
,R2658,3-hydroxyisovaleryl-CoA hydro-lyase,3-Hydroxyisovaleryl-CoA [mitochondrion] <-- H2O [mitochondrion] + 3-methylbut-2-enoyl-CoA [mitochondrion],4.2.1.17,AFUA_2G10920 or AFUA_8G01210,-1000,0,0,"Valine, leucine and isoleucine metabolism",KEGG:R04137,
,R2659,L-3-amino-isobutanoate:2-oxoglutarate aminotransferase,2-oxoglutarate [mitochondrion] + (S)-3-amino-2-methylpropanoate [mitochondrion] <-- L-glutamate [mitochondrion] + (S)-Methylmalonate semialdehyde [mitochondrion],2.6.1.22,AFUA_5G06680,-1000,0,0,"Valine, leucine and isoleucine metabolism",KEGG:R04188,
,R2660,(S)-2-Acetolactate methylmutase,(2S)-2-hydroxy-2-methyl-3-oxobutanoate [cytoplasm] <=> 3-hydroxy-3-methyl-2-oxobutanoate [cytoplasm],1.1.1.86; 5.4.99.3,AFUA_3G14490,-1000,1000,0,"Valine, leucine and isoleucine metabolism",KEGG:R05071,
,R2661,(S)-2-Acetolactate methylmutase,(2S)-2-hydroxy-2-methyl-3-oxobutanoate [mitochondrion] <=> 3-hydroxy-3-methyl-2-oxobutanoate [mitochondrion],1.1.1.86; 5.4.99.3,AFUA_3G14490,-1000,1000,0,"Valine, leucine and isoleucine metabolism",KEGG:R05071,
,R2662,3-Carboxy-4-methyl-2-oxopentanoate synthase,9.0 H2O [cytoplasm] + NAD(+) [cytoplasm] + 2.0 2-isopropylmalate [cytoplasm] --> NADH [cytoplasm] + 7.0 CO2 [cytoplasm] + (2S)-2-isopropyl-3-oxosuccinate [cytoplasm],,AFUA_6G13590 or AFUA_1G15780,0,1000,0,"Valine, leucine and isoleucine metabolism",,R400ANIGER [2]
,R2663,L-Leucine synthase,H2O [mitochondrion] + 7.0 L-glutamate [mitochondrion] + 11.0 (2S)-2-isopropyl-3-oxosuccinate [mitochondrion] <=> 14.0 2-oxoglutarate [mitochondrion] + 7.0 L-leucine [mitochondrion],,,-1000,1000,0,"Valine, leucine and isoleucine metabolism",,R401ANIGER [2]
,R2664,Ketol-acid reductoisomerase,"4.0 H2O [cytoplasm] + NADPH [cytoplasm] + 5.0 acetohydroxybutyrate [cytoplasm] --> NADP(+) [cytoplasm] + 6.0 (R)-2,3-dihydroxy-3-methylbutanoate [cytoplasm]",1.1.1.86,AFUA_3G14490,0,1000,0,"Valine, leucine and isoleucine metabolism",,R404ANIGER [2]
,R2665,Ketol-acid reductoisomerase,"4.0 H2O [mitochondrion] + NADPH [mitochondrion] + 5.0 acetohydroxybutyrate [mitochondrion] --> NADP(+) [mitochondrion] + 6.0 (R)-2,3-dihydroxy-3-methylbutanoate [mitochondrion]",1.1.1.86,AFUA_3G14490,0,1000,0,"Valine, leucine and isoleucine metabolism",,R404ANIGER [2]
,R2666,Branched chain amino acid aminotransferase,5.0 L-glutamate [cytoplasm] + 3.0 (R)-3-methyl-2-oxobutanoate [cytoplasm] --> 9.0 H2O [cytoplasm] + 2.0 2-oxoglutarate [cytoplasm] + 5.0 L-isoleucine [cytoplasm],2.6.1.42,AFUA_4G06160 or AFUA_2G10420 or AFUA_1G01680,0,1000,0,"Valine, leucine and isoleucine metabolism",,R406ANIGER [2]
,R2667,Branched chain amino acid aminotransferase,5.0 L-glutamate [mitochondrion] + 3.0 (R)-3-methyl-2-oxobutanoate [mitochondrion] --> 9.0 H2O [mitochondrion] + 2.0 2-oxoglutarate [mitochondrion] + 5.0 L-isoleucine [mitochondrion],2.6.1.42,AFUA_4G06160 or AFUA_2G10420 or AFUA_1G01680,0,1000,0,"Valine, leucine and isoleucine metabolism",,R406ANIGER [2]
,R2668,Acetoacetate:CoA ligase (AMP-forming),ATP [cytoplasm] + coenzyme A [cytoplasm] + acetoacetate [cytoplasm] --> diphosphate [cytoplasm] + AMP [cytoplasm] + acetoacetyl-CoA [cytoplasm],6.2.1.16,AFUA_1G11880 or AFUA_8G04770,0,1000,0,"Valine, leucine and isoleucine metabolism",,R763ANIGER [2]
,R2669,Acetoacetate:CoA ligase (AMP-forming),ATP [peroxisome] + coenzyme A [peroxisome] + acetoacetate [peroxisome] --> diphosphate [peroxisome] + AMP [peroxisome] + acetoacetyl-CoA [peroxisome],6.2.1.16,AFUA_1G11880 or AFUA_8G04770,0,1000,0,"Valine, leucine and isoleucine metabolism",,R763ANIGER [2]
,R2670,Propanoate:CoA ligase (AMP-forming),ATP [cytoplasm] + coenzyme A [cytoplasm] + propionate [cytoplasm] <=> diphosphate [cytoplasm] + AMP [cytoplasm] + propionyl-CoA [cytoplasm],6.2.1.1; 6.2.1.17,AFUA_4G11080 or AFUA_8G00500 or AFUA_2G07780,-1000,1000,0,"Valine, leucine and isoleucine metabolism",KEGG:R00925,R76ANIGER [2]
,R2671,Propanoate:CoA ligase (AMP-forming),ATP [peroxisome] + coenzyme A [peroxisome] + propionate [peroxisome] <=> diphosphate [peroxisome] + AMP [peroxisome] + propionyl-CoA [peroxisome],6.2.1.1; 6.2.1.17,AFUA_4G11080 or AFUA_8G00500 or AFUA_2G07780,-1000,1000,0,"Valine, leucine and isoleucine metabolism",KEGG:R00925,R76ANIGER [2]
,R2672,acetyl-CoAC-acyltransferase,acetyl-CoA [extracellular] + propionyl-CoA [extracellular] <=> coenzyme A [extracellular] + beta-ketovaleryl-CoA [extracellular],2.3.1.16,AFUA_4G10950 or AFUA_7G04080,-1000,1000,0,"Valine, leucine and isoleucine metabolism",MetaCyc:RXN12561,
,R2673,acetyl-CoAC-acyltransferase,acetyl-CoA [mitochondrion] + propionyl-CoA [mitochondrion] <=> coenzyme A [mitochondrion] + beta-ketovaleryl-CoA [mitochondrion],2.3.1.16,AFUA_4G10950 or AFUA_7G04080,-1000,1000,0,"Valine, leucine and isoleucine metabolism",MetaCyc:RXN12561,
,R2674,pyruvate:2-oxobutanoate acetaldehydetransferase (decarboxylating),pyruvate [mitochondrion] + 2-oxobutanoate [mitochondrion] --> CO2 [mitochondrion] + acetohydroxybutyrate [mitochondrion],2.2.1.6,(AFUA_4G07210 and AFUA_3G10310) or AFUA_3G10310,0,1000,0,"Valine, leucine and isoleucine metabolism",KEGG:R08648,r0016YCM606 [7]
,R2675,2-Isopropylmalate hydro-lyase,H2O [cytoplasm] + 2-isopropylmaleate [cytoplasm] <=> 2-isopropylmalate [cytoplasm],4.2.1.33,AFUA_2G11260,-1000,1000,0,"Valine, leucine and isoleucine metabolism",KEGG:R03968,r0023YCM606 [7]
,R2676,3-isopropylmalate dehydrogenase,(2S)-2-isopropyl-3-oxosuccinate [cytoplasm] --> CO2 [cytoplasm] + 4-methyl-2-oxopentanoate [cytoplasm],1.1.1.85,AFUA_4G06160 or AFUA_2G10420 or AFUA_1G01680,0,1000,0,"Valine, leucine and isoleucine metabolism",KEGG:R01652,r0029YCM606 [7]
,R2677,3-isopropylmalate dehydrogenase,(2S)-2-isopropyl-3-oxosuccinate [mitochondrion] --> CO2 [mitochondrion] + 4-methyl-2-oxopentanoate [mitochondrion],1.1.1.85,AFUA_4G06160 or AFUA_2G10420 or AFUA_1G01680,0,1000,0,"Valine, leucine and isoleucine metabolism",KEGG:R01652,r0029YCM606 [7]
,R2678,3-Isopropylmalate hydro-lyase,3-isopropylmalate [cytoplasm] <=> H2O [cytoplasm] + 2-isopropylmaleate [cytoplasm],4.2.1.33,AFUA_2G11260,-1000,1000,0,"Valine, leucine and isoleucine metabolism",KEGG:R04001,r0060YCM606 [7]
,R2679,"(2R,3S)-3-isopropylmalate:NAD+ oxidoreductase",NAD(+) [cytoplasm] + 3-isopropylmalate [cytoplasm] <-- NADH [cytoplasm] + (2S)-2-isopropyl-3-oxosuccinate [cytoplasm],1.1.1.85,AFUA_1G15780 or AFUA_6G13590,-1000,0,0,"Valine, leucine and isoleucine metabolism",KEGG:R04426,r0061YCM606 [7]
