ID_old	ID_new	NAME	EQUATION	EC-NUMBER	GENE ASSOCIATION	SUBSYSTEM
RXN9240MetaCyc[m]	R2634	2-polyprenyl-6-hydroxyphenol methylase	S-adenosyl-L-methionine [mitochondrion] + 2-nonaprenyl-6-hydroxyphenol [mitochondrion] <=> S-adenosyl-L-homocysteine [mitochondrion] + 2-methoxy-6-(all-trans-nonaprenyl)phenol [mitochondrion]	2.1.1.222	AFUA_4G10370	Ubiquinone and other terpenoid-quinone biosynthesis
r14[er]	R2635	"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase"	NADPH [endoplasmic_reticulum] + oxygen [endoplasmic_reticulum] + 8-O-methylsterigmatocystin [endoplasmic_reticulum] --> H2O [endoplasmic_reticulum] + NADP(+) [endoplasmic_reticulum] + aflatoxin B1 [endoplasmic_reticulum]	1.14.13.-	AFUA_4G02730	Ubiquinone and other terpenoid-quinone biosynthesis
r175[er]	R2636	"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase"	NADPH [endoplasmic_reticulum] + oxygen [endoplasmic_reticulum] + 8-O-methylsterigmatocystin [endoplasmic_reticulum] --> H2O [endoplasmic_reticulum] + NADP(+) [endoplasmic_reticulum] + Aflatoxin G1 [endoplasmic_reticulum]	1.14.13.-	AFUA_8G00510	Ubiquinone and other terpenoid-quinone biosynthesis
r1767AORYZAER04988[m]	R2637	"S-adenosyl-L-methionine:3-(all-trans-octaprenyl)benzene-1,2-diol 2-O-methyltransferase"	"S-adenosyl-L-methionine [mitochondrion] + 3-(all-trans-octaprenyl)benzene-1,2-diol [mitochondrion] <=> S-adenosyl-L-homocysteine [mitochondrion] + 6-methoxy-2-octaprenylphenol [mitochondrion]"	2.1.1.222	AFUA_4G10370	Ubiquinone and other terpenoid-quinone biosynthesis
r479[er]	R2638	"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase"	NADPH [endoplasmic_reticulum] + oxygen [endoplasmic_reticulum] + Dihydro-O-methylsterigmatocystin [endoplasmic_reticulum] --> H2O [endoplasmic_reticulum] + NADP(+) [endoplasmic_reticulum] + Aflatoxin B2 [endoplasmic_reticulum]	1.14.13.-	AFUA_8G00510	Ubiquinone and other terpenoid-quinone biosynthesis
r517[c]	R2639	"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase"	"NADPH [cytoplasm] + oxygen [cytoplasm] + N,N-Dimethylaniline [cytoplasm] <=> H2O [cytoplasm] + NADP(+) [cytoplasm] + N,N-Dimethylaniline N-oxide [cytoplasm]"	1.14.13.-	AFUA_6G03020 or AFUA_6G01900 or AFUA_3G03170 or AFUA_6G14280 or AFUA_2G07680	Ubiquinone and other terpenoid-quinone biosynthesis
r530[er]	R2640	"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase"	NADPH [endoplasmic_reticulum] + oxygen [endoplasmic_reticulum] + Dihydro-O-methylsterigmatocystin [endoplasmic_reticulum] --> H2O [endoplasmic_reticulum] + NADP(+) [endoplasmic_reticulum] + Aflatoxin B2 [endoplasmic_reticulum]	1.14.13.-	AFUA_4G02730	Ubiquinone and other terpenoid-quinone biosynthesis
r531[er]	R2641	"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase"	NADPH [endoplasmic_reticulum] + oxygen [endoplasmic_reticulum] + Dihydro-O-methylsterigmatocystin [endoplasmic_reticulum] --> H2O [endoplasmic_reticulum] + NADP(+) [endoplasmic_reticulum] + Aflatoxin G2 [endoplasmic_reticulum]	1.14.13.-	AFUA_4G02730	Ubiquinone and other terpenoid-quinone biosynthesis
r598[c]	R2642	"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase"	NADPH [cytoplasm] + oxygen [cytoplasm] + sphinganine [cytoplasm] --> H2O [cytoplasm] + NADP(+) [cytoplasm] + Phytosphingosine(C20) [cytoplasm]	1.14.13.-	AFUA_1G16850	Ubiquinone and other terpenoid-quinone biosynthesis
r598[m]	R2643	"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase"	NADPH [mitochondrion] + oxygen [mitochondrion] + sphinganine [mitochondrion] --> H2O [mitochondrion] + NADP(+) [mitochondrion] + Phytosphingosine(C20) [mitochondrion]	1.14.13.-	AFUA_1G16850	Ubiquinone and other terpenoid-quinone biosynthesis
r63[er]	R2644	"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase"	NADPH [endoplasmic_reticulum] + oxygen [endoplasmic_reticulum] + Dihydro-O-methylsterigmatocystin [endoplasmic_reticulum] --> H2O [endoplasmic_reticulum] + NADP(+) [endoplasmic_reticulum] + Aflatoxin G2 [endoplasmic_reticulum]	1.14.13.-	AFUA_8G00510	Ubiquinone and other terpenoid-quinone biosynthesis
r749[er]	R2645	"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase"	NADPH [endoplasmic_reticulum] + oxygen [endoplasmic_reticulum] + 8-O-methylsterigmatocystin [endoplasmic_reticulum] --> H2O [endoplasmic_reticulum] + NADP(+) [endoplasmic_reticulum] + Aflatoxin G1 [endoplasmic_reticulum]	1.14.13.-	AFUA_8G00510 or AFUA_4G14550 or AFUA_4G14540	Ubiquinone and other terpenoid-quinone biosynthesis
r784[n]	R2646	"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase"	averantin [nucleus] + NADPH [nucleus] + oxygen [nucleus] --> H2O [nucleus] + NADP(+) [nucleus] + Haverantin [nucleus]	1.14.13.-	AFUA_3G02010 or AFUA_6G13790	Ubiquinone and other terpenoid-quinone biosynthesis
r784[c]	R2647	"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase"	averantin [cytoplasm] + NADPH [cytoplasm] + oxygen [cytoplasm] --> H2O [cytoplasm] + NADP(+) [cytoplasm] + Haverantin [cytoplasm]	1.14.13.-	AFUA_3G02010 or AFUA_6G13790	Ubiquinone and other terpenoid-quinone biosynthesis
r810[c]	R2648	"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase"	"NADPH [cytoplasm] + oxygen [cytoplasm] + 5,7,24(28)-Ergostatrienol [cytoplasm] --> 2.0 H2O [cytoplasm] + NADP(+) [cytoplasm] + Ergosta-5,7,22,24-tetraenol [cytoplasm]"	1.14.13.-	AFUA_1G03950	Ubiquinone and other terpenoid-quinone biosynthesis
r875[er]	R2649	"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase"	NADPH [endoplasmic_reticulum] + oxygen [endoplasmic_reticulum] + 8-O-methylsterigmatocystin [endoplasmic_reticulum] --> H2O [endoplasmic_reticulum] + NADP(+) [endoplasmic_reticulum] + aflatoxin B1 [endoplasmic_reticulum]	1.14.13.-	AFUA_8G00510	Ubiquinone and other terpenoid-quinone biosynthesis
CYTDEAMRXNMetaCyc[c]	R2292	Cytosine aminohydrolase	H2O [cytoplasm] + cytosine [cytoplasm] <=> uracil [cytoplasm] + NH3 [cytoplasm]	3.5.4.1	AFUA_1G05050	Pyrimidine metabolism
R00139KEGGR00139[c]	R2293	ATP:2'-deoxy-5-hydroxymethylcytidine-5'-diphosphate phosphotransferase	ATP [cytoplasm] + 2'-Deoxy-5-hydroxymethylcytidine-5'-diphosphate [cytoplasm] <=> ADP [cytoplasm] + 2'-Deoxy-5-hydroxymethylcytidine-5'-triphosphate [cytoplasm]	2.7.4.6	AFUA_5G03490	Pyrimidine metabolism
R00516KEGGR00516[c]	R2294	UTP:cytidine 5'-phosphotransferase	UTP [cytoplasm] + cytidine [cytoplasm] --> UDP [cytoplasm] + CMP [cytoplasm]	2.7.1.48	AFUA_2G05430	Pyrimidine metabolism
R00962KEGGR00962[c]	R2295	ITP:cytidine 5'-phosphotransferase	ITP [cytoplasm] + cytidine [cytoplasm] --> CMP [cytoplasm] + IDP [cytoplasm]	2.7.1.48	AFUA_2G05430	Pyrimidine metabolism
R00967KEGGR00967[c]	R2296	UTP:uridine 5'-phosphotransferase	UTP [cytoplasm] + uridine [cytoplasm] --> UDP [cytoplasm] + UMP [cytoplasm]	2.7.1.48	AFUA_2G05430	Pyrimidine metabolism
R00970KEGGR00970[c]	R2297	ITP:uridine 5'-phosphotransferase	ITP [cytoplasm] + uridine [cytoplasm] --> IDP [cytoplasm] + UMP [cytoplasm]	2.7.1.48	AFUA_2G05430	Pyrimidine metabolism
R01548KEGGR01548[c]	R2298	dATP:cytidine 5'-phosphotransferase	dATP [cytoplasm] + cytidine [cytoplasm] --> CMP [cytoplasm] + dADP [cytoplasm]	2.7.1.48	AFUA_2G05430	Pyrimidine metabolism
R01549KEGGR01549[c]	R2299	dATP:uridine 5'-phosphotransferase	dATP [cytoplasm] + uridine [cytoplasm] --> UMP [cytoplasm] + dADP [cytoplasm]	2.7.1.48	AFUA_2G05430	Pyrimidine metabolism
R01880KEGGR01880[c]	R2300	dGTP:uridine 5'-phosphotransferase	dGTP [cytoplasm] + uridine [cytoplasm] --> UMP [cytoplasm] + dGDP [cytoplasm]	2.7.1.48	AFUA_2G05430	Pyrimidine metabolism
R02091KEGGR02091[c]	R2301	dGTP:cytidine 5'-phosphotransferase	dGTP [cytoplasm] + cytidine [cytoplasm] --> CMP [cytoplasm] + dGDP [cytoplasm]	2.7.1.48	AFUA_2G05430	Pyrimidine metabolism
R02096KEGGR02096[c]	R2302	dTTP:cytidine 5'-phosphotransferase	dTTP [cytoplasm] + cytidine [cytoplasm] --> CMP [cytoplasm] + dTDP [cytoplasm]	2.7.1.48	AFUA_2G05430	Pyrimidine metabolism
R02097KEGGR02097[c]	R2303	dTTP:uridine 5'-phosphotransferase	uridine [cytoplasm] + dTTP [cytoplasm] --> UMP [cytoplasm] + dTDP [cytoplasm]	2.7.1.48	AFUA_2G05430	Pyrimidine metabolism
R02327KEGGR02327[c]	R2304	dCTP:uridine 5'-phosphotransferase	uridine [cytoplasm] + dCTP [cytoplasm] --> UMP [cytoplasm] + dCDP [cytoplasm]	2.7.1.48	AFUA_2G05430	Pyrimidine metabolism
R02332KEGGR02332[c]	R2305	dUTP:uridine 5'-phosphotransferase	uridine [cytoplasm] + dUTP [cytoplasm] --> UMP [cytoplasm] + dUDP [cytoplasm]	2.7.1.48	AFUA_2G05430	Pyrimidine metabolism
R02371KEGGR02371[c]	R2306	dCTP:cytidine 5'-phosphotransferase	dCTP [cytoplasm] + cytidine [cytoplasm] --> CMP [cytoplasm] + dCDP [cytoplasm]	2.7.1.48	AFUA_2G05430	Pyrimidine metabolism
R02372KEGGR02372[c]	R2307	dUTP:cytidine 5'-phosphotransferase	dUTP [cytoplasm] + cytidine [cytoplasm] --> CMP [cytoplasm] + dUDP [cytoplasm]	2.7.1.48	AFUA_2G05430	Pyrimidine metabolism
R03315KEGGR03315[m]	R2308	ATP:pseudouridine 5'-phosphotransferase	ATP [mitochondrion] + pseudouridine [mitochondrion] --> ADP [mitochondrion] + pseudouridine 5'-phosphate [mitochondrion]	2.7.1.83	AFUA_2G05800	Pyrimidine metabolism
R525ANIGERR00157[m]	R2309	Uridine triphosphate:AMP phosphotransferase; UTP:AMP phosphotransferase	AMP [mitochondrion] + UTP [mitochondrion] <=> ADP [mitochondrion] + UDP [mitochondrion]	2.7.4.10	AFUA_1G03420	Pyrimidine metabolism
R533ANIGERR02018[n]	R2310	2'-Deoxyuridine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase	UDP [nucleus] + Reduced thioredoxin [nucleus] --> H2O [nucleus] + Oxidized thioredoxin [nucleus] + dUDP [nucleus]	1.17.4.1	AFUA_4G06690 or AFUA_5G12350	Pyrimidine metabolism
R533ANIGERR02018[c]	R2311	2'-Deoxyuridine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase	UDP [cytoplasm] + Reduced thioredoxin [cytoplasm] --> H2O [cytoplasm] + Oxidized thioredoxin [cytoplasm] + dUDP [cytoplasm]	1.17.4.1	AFUA_4G06690 or AFUA_5G12350	Pyrimidine metabolism
R533ANIGERR02018[m]	R2312	2'-Deoxyuridine 5'-diphosphate:oxidized-thioredoxin 2'-oxidoreductase	UDP [mitochondrion] + Reduced thioredoxin [mitochondrion] --> H2O [mitochondrion] + Oxidized thioredoxin [mitochondrion] + dUDP [mitochondrion]	1.17.4.1	AFUA_4G06690 or AFUA_5G12350	Pyrimidine metabolism
R550ANIGERR01080[c]	R2313	Uridine ribohydrolase	H2O [cytoplasm] + uridine [cytoplasm] --> uracil [cytoplasm] + D-ribose [cytoplasm]	3.2.2.3	AFUA_1G05530	Pyrimidine metabolism
RXN14510MetaCyc[c]	R2314	Phosphoric monoester hydrolases	H2O [cytoplasm] + uridine 2'-phosphate [cytoplasm] --> phosphate [cytoplasm] + uridine [cytoplasm]	3.1.3.-	AFUA_2G13470	Pyrimidine metabolism
RXN14511MetaCyc[c]	R2315	Phosphoric monoester hydrolases	H2O [cytoplasm] + cytidine 2'-phosphate [cytoplasm] --> phosphate [cytoplasm] + cytidine [cytoplasm]	3.1.3.-	AFUA_2G13470	Pyrimidine metabolism
r0214YCM606R01397[c]	R2316	carbamoyl-phosphate:L-aspartate carbamoyltransferase	L-aspartate [cytoplasm] + carbamoyl phosphate [cytoplasm] --> phosphate [cytoplasm] + N-carbamoyl-L-aspartate [cytoplasm]	2.1.3.2	AFUA_6G11310	Pyrimidine metabolism
r0250YCM606R00575[c]	R2317	"HCO3-:L-glutamine amido-ligase (ADP-forming, carbamate-phosphorylating)"	H2O [cytoplasm] + 2.0 ATP [cytoplasm] + L-glutamine [cytoplasm] + bicarbonate [cytoplasm] --> 2.0 ADP [cytoplasm] + phosphate [cytoplasm] + L-glutamate [cytoplasm] + carbamoyl phosphate [cytoplasm]	6.3.5.5	AFUA_5G06780 and AFUA_6G11310 and AFUA_2G10070	Pyrimidine metabolism
r0250YCM606R00575[m]	R2318	"HCO3-:L-glutamine amido-ligase (ADP-forming, carbamate-phosphorylating)"	H2O [mitochondrion] + 2.0 ATP [mitochondrion] + L-glutamine [mitochondrion] + bicarbonate [mitochondrion] --> 2.0 ADP [mitochondrion] + phosphate [mitochondrion] + L-glutamate [mitochondrion] + carbamoyl phosphate [mitochondrion]	6.3.5.5	AFUA_5G06780 and AFUA_6G11310 and AFUA_2G10070	Pyrimidine metabolism
r0306YCM606R00573[c]	R2319	UTP:L-glutamine amido-ligase (ADP-forming)	H2O [cytoplasm] + ATP [cytoplasm] + L-glutamine [cytoplasm] + UTP [cytoplasm] --> ADP [cytoplasm] + phosphate [cytoplasm] + L-glutamate [cytoplasm] + CTP [cytoplasm]	6.3.4.2	AFUA_7G05210	Pyrimidine metabolism
r0314YCM606R01878[c]	R2320	Cytidine aminohydrolase	H2O [cytoplasm] + cytidine [cytoplasm] --> uridine [cytoplasm] + NH3 [cytoplasm]	3.5.4.5	AFUA_8G02770	Pyrimidine metabolism
r0315YCM606R00517[c]	R2321	GTP:cytidine 5'-phosphotransferase	GTP [cytoplasm] + cytidine [cytoplasm] --> GDP [cytoplasm] + CMP [cytoplasm]	2.7.1.48	AFUA_2G05430	Pyrimidine metabolism
r0326YCM606R01663[c]	R2322	dCMP aminohydrolase	H2O [cytoplasm] + dCMP [cytoplasm] <=> dUMP [cytoplasm] + NH3 [cytoplasm]	3.5.4.12	AFUA_2G06240	Pyrimidine metabolism
r0329YCM606R02485[c]	R2323	deoxycytidine aminohydrolase	H2O [cytoplasm] + deoxycytidine [cytoplasm] --> 2'-deoxyuridine [cytoplasm] + NH3 [cytoplasm]	3.5.4.5	AFUA_8G02770	Pyrimidine metabolism
r0329YCM606R02485[m]	R2324	deoxycytidine aminohydrolase	H2O [mitochondrion] + deoxycytidine [mitochondrion] --> 2'-deoxyuridine [mitochondrion] + NH3 [mitochondrion]	3.5.4.5	AFUA_8G02770	Pyrimidine metabolism
r0333YCM606R02484[c]	R2325	deoxyuridine:orthophosphate 2-deoxy-D-ribosyltransferase; deoxyuridine:orthophosphate ribosyltransferase	phosphate [cytoplasm] + 2'-deoxyuridine [cytoplasm] <=> uracil [cytoplasm] + 2-Deoxy-D-ribose 1-phosphate [cytoplasm]	2.4.2.1; 2.4.2.2; 2.4.2.3; 2.4.2.4	AFUA_6G05320	Pyrimidine metabolism
r0333YCM606R02484[m]	R2326	deoxyuridine:orthophosphate 2-deoxy-D-ribosyltransferase; deoxyuridine:orthophosphate ribosyltransferase	phosphate [mitochondrion] + 2'-deoxyuridine [mitochondrion] <=> uracil [mitochondrion] + 2-Deoxy-D-ribose 1-phosphate [mitochondrion]	2.4.2.1; 2.4.2.2; 2.4.2.3; 2.4.2.4	AFUA_6G05320	Pyrimidine metabolism
r0339YCM606[c_m]	R2327	dihydoorotic acid dehydrogenase	oxygen [mitochondrion] + (S)-dihydroorotate [cytoplasm] --> H2O2 [mitochondrion] + orotate [cytoplasm]	1.3.5.2	AFUA_2G11010	Pyrimidine metabolism
r0349YCM606R01993[c]	R2328	(S)-dihydroorotate amidohydrolase	H2O [cytoplasm] + (S)-dihydroorotate [cytoplasm] <=> N-carbamoyl-L-aspartate [cytoplasm]	3.5.2.3	AFUA_8G00850	Pyrimidine metabolism
r0363YCM606R02094[c]	R2329	ATP:dTMP phosphotransferase	ATP [cytoplasm] + dTMP [cytoplasm] --> ADP [cytoplasm] + dTDP [cytoplasm]	2.7.4.9; 2.7.4.12	AFUA_5G03460	Pyrimidine metabolism
r0364YCM606R02100[c]	R2330	dUTP nucleotidohydrolase	H2O [cytoplasm] + dUTP [cytoplasm] --> diphosphate [cytoplasm] + dUMP [cytoplasm]	3.6.1.23; 3.6.1.-	AFUA_1G02890 or AFUA_7G04990 or AFUA_5G05560 or AFUA_3G14580	Pyrimidine metabolism
r0676YCM606[m]	R2331	L-allo-threonine dehydrogenase	NADP(+) [mitochondrion] + L-allothreonine [mitochondrion] <=> NADPH [mitochondrion] + L-2-amino-3-oxobutanoate [mitochondrion]	1.1.1.381	AFUA_5G11240	Pyrimidine metabolism
r0795YCM606R00570[c]	R2332	ATP:CDP phosphotransferase	ATP [cytoplasm] + CDP [cytoplasm] --> ADP [cytoplasm] + CTP [cytoplasm]	2.7.4.6	AFUA_5G03490	Pyrimidine metabolism
r0797YCM606R02326[c]	R2333	ATP:dCDP phosphotransferase	ATP [cytoplasm] + dCDP [cytoplasm] --> ADP [cytoplasm] + dCTP [cytoplasm]	2.7.4.6	AFUA_5G03490	Pyrimidine metabolism
r0799YCM606R02093[c]	R2334	ATP:dTDP phosphotransferase	ATP [cytoplasm] + dTDP [cytoplasm] --> ADP [cytoplasm] + dTTP [cytoplasm]	2.7.4.6	AFUA_5G03490	Pyrimidine metabolism
r0803YCM606R02331[c]	R2335	ATP:dUDP phosphotransferase	ATP [cytoplasm] + dUDP [cytoplasm] <=> ADP [cytoplasm] + dUTP [cytoplasm]	2.7.4.6	AFUA_5G03490	Pyrimidine metabolism
r0811YCM606R00156[c]	R2336	ATP:UDP phosphotransferase	ATP [cytoplasm] + UDP [cytoplasm] --> ADP [cytoplasm] + UTP [cytoplasm]	2.7.4.6	AFUA_5G03490	Pyrimidine metabolism
r0820YCM606R01870[c]	R2337	Orotidine-5'-phosphate:diphosphate phospho-alpha-D-ribosyl-transferase	diphosphate [cytoplasm] + Orotidine 5'-phosphate [cytoplasm] <=> 5-phospho-alpha-D-ribose 1-diphosphate [cytoplasm] + orotate [cytoplasm]	2.4.2.10	AFUA_2G11290	Pyrimidine metabolism
r0821YCM606R00965[c]	R2338	orotidine-5'-phosphate carboxy-lyase (UMP-forming)	Orotidine 5'-phosphate [cytoplasm] --> CO2 [cytoplasm] + UMP [cytoplasm]	4.1.1.23	AFUA_2G08360	Pyrimidine metabolism
r0976YCM606R02024[n]	R2339	2'-Deoxycytidine diphosphate:oxidized-thioredoxin 2'-oxidoreductase	CDP [nucleus] + Reduced thioredoxin [nucleus] --> H2O [nucleus] + Oxidized thioredoxin [nucleus] + dCDP [nucleus]	1.17.4.1	AFUA_4G06690 or AFUA_5G12350	Pyrimidine metabolism
r0976YCM606R02024[c]	R2340	2'-Deoxycytidine diphosphate:oxidized-thioredoxin 2'-oxidoreductase	CDP [cytoplasm] + Reduced thioredoxin [cytoplasm] --> H2O [cytoplasm] + Oxidized thioredoxin [cytoplasm] + dCDP [cytoplasm]	1.17.4.1	AFUA_4G06690 or AFUA_5G12350	Pyrimidine metabolism
r102[c]	R2341	nucleoside hydrolase	H2O [cytoplasm] + guanosine [cytoplasm] --> D-ribose [cytoplasm] + guanine [cytoplasm]		AFUA_1G11790	Pyrimidine metabolism
r1045YCM606R02101[c]	R2342	"5,10-Methylenetetrahydrofolate:dUMP C-methyltransferase"	"5,10-methylenetetrahydrofolate [cytoplasm] + dUMP [cytoplasm] --> dTMP [cytoplasm] + dihydrofolate [cytoplasm]"	2.1.1.45	AFUA_4G04270	Pyrimidine metabolism
r1072YCM606R00158[m]	R2343	ATP:UMP phosphotransferase	ATP [mitochondrion] + UMP [mitochondrion] --> ADP [mitochondrion] + UDP [mitochondrion]	2.7.4.4; 2.7.4.14; 2.7.4.22	AFUA_7G03990	Pyrimidine metabolism
r1074YCM606R00966[c]	R2344	UMP:diphosphate phospho-alpha-D-ribosyltransferase	uracil [cytoplasm] + 5-phospho-alpha-D-ribose 1-diphosphate [cytoplasm] --> diphosphate [cytoplasm] + UMP [cytoplasm]	2.4.2.9	AFUA_2G16200 or AFUA_5G05460	Pyrimidine metabolism
r1077YCM606R00964[c]	R2345	ATP:uridine 5'-phosphotransferase	ATP [cytoplasm] + uridine [cytoplasm] --> ADP [cytoplasm] + UMP [cytoplasm]	2.7.1.48; 2.7.1.213	AFUA_2G05430	Pyrimidine metabolism
r1078YCM606R00968[c]	R2346	GTP:uridine 5'-phosphotransferase	GTP [cytoplasm] + uridine [cytoplasm] --> GDP [cytoplasm] + UMP [cytoplasm]	2.7.1.48	AFUA_2G05430	Pyrimidine metabolism
r1079YCM606R02098[n]	R2347	ATP:dUMP phosphotransferase	ATP [nucleus] + dUMP [nucleus] --> ADP [nucleus] + dUDP [nucleus]	2.7.4.4; 2.7.4.9	AFUA_5G03460	Pyrimidine metabolism
r1079YCM606R02098[c]	R2348	ATP:dUMP phosphotransferase	ATP [cytoplasm] + dUMP [cytoplasm] --> ADP [cytoplasm] + dUDP [cytoplasm]	2.7.4.4; 2.7.4.9	AFUA_5G03460	Pyrimidine metabolism
r1091AORYZAE[c]	R2349	Thymidine phosphorylase	phosphate [cytoplasm] + 2'-deoxyuridine [cytoplasm] <=> uracil [cytoplasm] + 2-deoxyribose 1-phosphate [cytoplasm]	2.4.2.1	AFUA_6G05320	Pyrimidine metabolism
r1091AORYZAE[m]	R2350	Thymidine phosphorylase	phosphate [mitochondrion] + 2'-deoxyuridine [mitochondrion] <=> uracil [mitochondrion] + 2-deoxyribose 1-phosphate [mitochondrion]	2.4.2.1	AFUA_6G05320	Pyrimidine metabolism
r1703YCM606R00512[m]	R2351	ATP:CMP phosphotransferase	ATP [mitochondrion] + CMP [mitochondrion] --> ADP [mitochondrion] + CDP [mitochondrion]	2.7.4.14; 2.7.4.25	AFUA_7G03990	Pyrimidine metabolism
r1704YCM606R01665[c]	R2352	ATP:dCMP phosphotransferase	ATP [cytoplasm] + dCMP [cytoplasm] <=> ADP [cytoplasm] + dCDP [cytoplasm]	2.7.4.14; 2.7.4.25	AFUA_7G03990	Pyrimidine metabolism
r174[c]	R2353	"Carbamoyl-phosphate synthetase, aspartate transcarbamylase, and glutamine amidotransferase"	2.0 ATP [cytoplasm] + CO2 [cytoplasm] + L-glutamine [cytoplasm] --> 2.0 ADP [cytoplasm] + phosphate [cytoplasm] + L-glutamate [cytoplasm] + carbamoyl phosphate [cytoplasm]	2.1.3.2; 6.3.5.5	AFUA_5G06780 and AFUA_2G10070 and AFUA_6G11310	Pyrimidine metabolism
r174[m]	R2354	"Carbamoyl-phosphate synthetase, aspartate transcarbamylase, and glutamine amidotransferase"	2.0 ATP [mitochondrion] + CO2 [mitochondrion] + L-glutamine [mitochondrion] --> 2.0 ADP [mitochondrion] + phosphate [mitochondrion] + L-glutamate [mitochondrion] + carbamoyl phosphate [mitochondrion]	2.1.3.2; 6.3.5.5	AFUA_5G06780 and AFUA_2G10070 and AFUA_6G11310	Pyrimidine metabolism
r2127YCM606R01869[c]	R2355	(S)-dihydroorotate:NAD+ oxidoreductase	NAD(+) [cytoplasm] + (S)-dihydroorotate [cytoplasm] --> NADH [cytoplasm] + orotate [cytoplasm]	1.3.1.14		Pyrimidine metabolism
r406[n]	R2356	Cytosine deaminase	cytosine [nucleus] --> uracil [nucleus] + NH3 [nucleus]	3.5.4.1	AFUA_1G06270	Pyrimidine metabolism
r406[c]	R2357	Cytosine deaminase	cytosine [cytoplasm] --> uracil [cytoplasm] + NH3 [cytoplasm]	3.5.4.1	AFUA_1G06270	Pyrimidine metabolism
r577iLC915R00513[c]	R2358	ATP:cytidine 5'-phosphotransferase	ATP [cytoplasm] + cytidine [cytoplasm] --> ADP [cytoplasm] + CMP [cytoplasm]	2.7.1.48; 2.7.1.213	AFUA_2G05430	Pyrimidine metabolism
r69[m]	R2359	CMP glycosylase	CMP [mitochondrion] --> D-ribose 5-phosphate [mitochondrion] + cytosine [mitochondrion]	3.2.2.10	AFUA_4G06800	Pyrimidine metabolism
r904[n]	R2360	"Carbamoyl-phosphate synthetase, aspartate transcarbamylase, and glutamine amidotransferase"	2.0 H2O [nucleus] + 2.0 ATP [nucleus] + CO2 [nucleus] + L-glutamine [nucleus] --> 2.0 ADP [nucleus] + phosphate [nucleus] + L-glutamate [nucleus] + carbamoyl phosphate [nucleus]	2.1.3.2; 6.3.5.5	AFUA_5G06780 and AFUA_2G10070 and AFUA_7G01270	Pyrimidine metabolism
r904[m]	R2361	"Carbamoyl-phosphate synthetase, aspartate transcarbamylase, and glutamine amidotransferase"	2.0 H2O [mitochondrion] + 2.0 ATP [mitochondrion] + CO2 [mitochondrion] + L-glutamine [mitochondrion] --> 2.0 ADP [mitochondrion] + phosphate [mitochondrion] + L-glutamate [mitochondrion] + carbamoyl phosphate [mitochondrion]	2.1.3.2; 6.3.5.5	AFUA_5G06780 and AFUA_2G10070 and AFUA_7G01270	Pyrimidine metabolism
r932[m]	R2362	Pseudouridylate synthase	uracil [mitochondrion] + D-ribose 5-phosphate [mitochondrion] <=> pseudouridine 5'-phosphate [mitochondrion]	4.2.1.70	AFUA_5G12310	Pyrimidine metabolism
R05197KEGGR05197[c]	R127	10-formyltetrahydropteroyldiglutamate:L-glutamate gamma-ligase (ADP-forming)	ATP [cytoplasm] + L-glutamate [cytoplasm] + 10-Formyltetrahydrofolyl L-glutamate [cytoplasm] <-- ADP [cytoplasm] + phosphate [cytoplasm] + 10-Formyltetrahydrofolylpolyglutamate [cytoplasm]	6.3.2.17	AFUA_4G08060 or AFUA_8G04160 or AFUA_6G09440	Aminoacyl-tRNA biosynthesis
R05197KEGGR05197[m]	R128	10-formyltetrahydropteroyldiglutamate:L-glutamate gamma-ligase (ADP-forming)	ATP [mitochondrion] + L-glutamate [mitochondrion] + 10-Formyltetrahydrofolyl L-glutamate [mitochondrion] <-- ADP [mitochondrion] + phosphate [mitochondrion] + 10-Formyltetrahydrofolylpolyglutamate [mitochondrion]	6.3.2.17	AFUA_4G08060 or AFUA_8G04160 or AFUA_6G09440	Aminoacyl-tRNA biosynthesis
